#queryIndex	queryItem	stringId	preferredName	annotation
731	NSG1	9606.ENSP00000388823	NSG1	Neuronal vesicle trafficking-associated protein 1; Plays a role in the recycling mechanism in neurons of multiple receptors, including AMPAR, APP and L1CAM and acts at the level of early endosomes to promote sorting of receptors toward a recycling pathway. Regulates sorting and recycling of GRIA2 through interaction with GRIP1 and then contributes to the regulation of synaptic transmission and plasticity by affecting the recycling and targeting of AMPA receptors to the synapse (By similarity). Is required for faithful sorting of L1CAM to axons by facilitating trafficking from somatoden [...] 
732	EEF1A2	9606.ENSP00000217182	EEF1A2	Elongation factor 1-alpha 2; This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-Tu/EF-1A subfamily
733	ARHGAP44	9606.ENSP00000368994	ARHGAP44	Rho GTPase-activating protein 44; GTPase-activating protein (GAP) that stimulates the GTPase activity of Rho-type GTPases. Thereby, controls Rho-type GTPases cycling between their active GTP-bound and inactive GDP- bound states. May act as a GAP for CDC42 and RAC1. Endosomal recycling protein which, in association with SHANK3, is involved in synaptic plasticity. Promotes GRIA1 exocytosis from recycling endosomes and spine morphological changes associated to long-term potentiation; N-BAR domain containing
734	PPP3CC	9606.ENSP00000380878	PPP3CC	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform; Calcium-dependent, calmodulin-stimulated protein phosphatase. This subunit may have a role in the calmodulin activation of calcineurin; Belongs to the PPP phosphatase family. PP-2B subfamily
735	GNG3	9606.ENSP00000294117	GNG3	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3; Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity, for replacement of GDP by GTP, and for G protein- effector interaction
736	MAPK14	9606.ENSP00000229795	MAPK14	Mitogen-activated protein kinase 14; Serine/threonine kinase which acts as an essential component of the MAP kinase signal transduction pathway. MAPK14 is one of the four p38 MAPKs which play an important role in the cascades of cellular responses evoked by extracellular stimuli such as proinflammatory cytokines or physical stress leading to direct activation of transcription factors. Accordingly, p38 MAPKs phosphorylate a broad range of proteins and it has been estimated that they may have approximately 200 to 300 substrates each. Some of the targets are downstream kinases which are a [...] 
737	PAK5	9606.ENSP00000367686	PAK7	Serine/threonine-protein kinase PAK 5; Serine/threonine protein kinase that plays a role in a variety of different signaling pathways including cytoskeleton regulation, cell migration, proliferation or cell survival. Activation by various effectors including growth factor receptors or active CDC42 and RAC1 results in a conformational change and a subsequent autophosphorylation on several serine and/or threonine residues. Phosphorylates the proto-oncogene RAF1 and stimulates its kinase activity. Promotes cell survival by phosphorylating the BCL2 antagonist of cell death BAD. Phosphoryla [...] 
738	TENM2	9606.ENSP00000429430	TENM2	Teneurin-2; Involved in neural development, regulating the establishment of proper connectivity within the nervous system. Promotes the formation of filopodia and enlarged growth cone in neuronal cells. Induces homophilic cell-cell adhesion (By similarity). May function as a cellular signal transducer
739	SNAP23	9606.ENSP00000249647	SNAP23	Synaptosomal-associated protein 23; Essential component of the high affinity receptor for the general membrane fusion machinery and an important regulator of transport vesicle docking and fusion; Belongs to the SNAP-25 family
740	STXBP5	9606.ENSP00000321826	STXBP5	Syntaxin-binding protein 5; Plays a regulatory role in calcium-dependent exocytosis and neurotransmitter release. Inhibits membrane fusion between transport vesicles and the plasma membrane. May modulate the assembly of trans-SNARE complexes between transport vesicles and the plasma membrane. Inhibits translocation of GLUT4 from intracellular vesicles to the plasma membrane. Competes with STXBP1 for STX1 binding (By similarity); Belongs to the WD repeat L(2)GL family
741	TMEM108	9606.ENSP00000324651	TMEM108	Transmembrane protein 108; Transmembrane protein required for proper cognitive functions. Involved in the development of dentate gyrus (DG) neuron circuitry, is neccessary for AMPA receptors surface expression and proper excitatory postsynaptic currents of DG granule neurons. Regulates the organization and stability of the microtubule network of sensory neurons to allow axonal transport. Through the interaction with DST, mediates the docking of the dynein/dynactin motor complex to vesicle cargos for retrograde axonal transport. In hippocampal neurons, required for BDNF- dependent dendr [...] 
742	ANK2	9606.ENSP00000349588	ANK2	Ankyrin-2; In skeletal muscle, required for proper localization of DMD and DCTN4 and for the formation and/or stability of a special subset of microtubules associated with costameres and neuromuscular junctions. Attaches integral membrane proteins to cytoskeletal elements. Also binds to cytoskeletal proteins. Required for coordinate assembly of Na/Ca exchanger, Na/K ATPase and InsP3 receptor at sarcoplasmic reticulum sites in cardiomyocytes. Required for the coordinated expression of the Na/K ATPase, Na/Ca exchanger and beta-2-spectrin (SPTBN1) in the inner segment of rod photoreceptor [...] 
743	PRKCZ	9606.ENSP00000367830	PRKCZ	Protein kinase C zeta type; Calcium- and diacylglycerol-independent serine/threonine-protein kinase that functions in phosphatidylinositol 3-kinase (PI3K) pathway and mitogen-activated protein (MAP) kinase cascade, and is involved in NF-kappa-B activation, mitogenic signaling, cell proliferation, cell polarity, inflammatory response and maintenance of long-term potentiation (LTP). Upon lipopolysaccharide (LPS) treatment in macrophages, or following mitogenic stimuli, functions downstream of PI3K to activate MAP2K1/MEK1-MAPK1/ERK2 signaling cascade independently of RAF1 activation. Requ [...] 
744	NDEL1	9606.ENSP00000333982	NDEL1	Nuclear distribution protein nudE-like 1; Required for organization of the cellular microtubule array and microtubule anchoring at the centrosome. May regulate microtubule organization at least in part by targeting the microtubule severing protein KATNA1 to the centrosome. Also positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein-mediated microtubule sliding by targeting dynein to the microtubule plus ends. Required for several dynein- and microtubule-dependent processes such as the maintenance of Golgi integrity, the centripe [...] 
745	KPNA2	9606.ENSP00000438483	KPNA2	Importin subunit alpha-1; Functions in nuclear protein import as an adapter protein for nuclear receptor KPNB1. Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Docking of the importin/substrate complex to the nuclear pore complex (NPC) is mediated by KPNB1 through binding to nucleoporin FxFG repeats and the complex is subsequently translocated through the pore by an energy requiring, Ran- dependent mechanism. At the nucleoplasmic side of the NPC, Ran binds to importin-beta and the three components separate and importin-alpha and -beta ar [...] 
746	RAB3C	9606.ENSP00000282878	RAB3C	Ras-related protein Rab-3C; Protein transport. Probably involved in vesicular traffic (By similarity); Belongs to the small GTPase superfamily. Rab family
747	VWC2	9606.ENSP00000341819	VWC2	Brorin; BMP antagonist which may play a role in neural development. Promotes cell adhesion (By similarity)
748	NRXN2	9606.ENSP00000265459	NRXN2	Neurexin-2; Neuronal cell surface protein that may be involved in cell recognition and cell adhesion. May mediate intracellular signaling; Neurexins
749	ARFGEF2	9606.ENSP00000360985	ARFGEF2	Brefeldin A-inhibited guanine nucleotide-exchange protein 2; Promotes guanine-nucleotide exchange on ARF1 and ARF3 and to a lower extent on ARF5 and ARF6. Promotes the activation of ARF1/ARF5/ARF6 through replacement of GDP with GTP. Involved in the regulation of Golgi vesicular transport. Required for the integrity of the endosomal compartment. Involved in trafficking from the trans-Golgi network (TGN) to endosomes and is required for membrane association of the AP-1 complex and GGA1. Seems to be involved in recycling of the transferrin receptor from recycling endosomes to the plasma  [...] 
750	CNTN5	9606.ENSP00000435637	CNTN5	Contactin-5; Contactins mediate cell surface interactions during nervous system development. Has some neurite outgrowth-promoting activity in the cerebral cortical neurons but not in hippocampal neurons. Probably involved in neuronal activity in the auditory system (By similarity); Fibronectin type III domain containing
751	NRCAM	9606.ENSP00000368314	NRCAM	Neuronal cell adhesion molecule; Cell adhesion protein that is required for normal responses to cell-cell contacts in brain and in the peripheral nervous system. Plays a role in neurite outgrowth in response to contactin binding. Plays a role in mediating cell-cell contacts between Schwann cells and axons. Plays a role in the formation and maintenance of the nodes of Ranvier on myelinated axons. Nodes of Ranvier contain clustered sodium channels that are crucial for the saltatory propagation of action potentials along myelinated axons. During development, nodes of Ranvier are formed by [...] 
752	SCN2A	9606.ENSP00000364586	SCN2A	Sodium channel protein type 2 subunit alpha; Mediates the voltage-dependent sodium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a sodium-selective channel through which Na(+) ions may pass in accordance with their electrochemical gradient; Belongs to the sodium channel (TC 1.A.1.10) family. Nav1.2/SCN2A subfamily
753	SLC18A2	9606.ENSP00000298472	SLC18A2	Synaptic vesicular amine transporter; Involved in the ATP-dependent vesicular transport of biogenic amine neurotransmitters. Pumps cytosolic monoamines including dopamine, norepinephrine, serotonin, and histamine into synaptic vesicles. Requisite for vesicular amine storage prior to secretion via exocytosis; Belongs to the major facilitator superfamily. Vesicular transporter family
